Dex No.,Name,Generation,Primary Type,Secondary Type,Health,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Catch Rate,Ability 1,Ability 2,Hidden Ability,Male Ratio,Female Ratio,Height,Weight,Egg Group 1,Egg Group 2,Sword Dens,Sheild Dens,Moonstone Evo?,-
#567,Archeops,Generation V,Rock,Flying,75,140,65,112,65,110,567,45,Defeatist,Unknown,Unknown,87.5,12.5,1.4,32,Flying,Water 3,Unknown,Unknown,0,
#568,Trubbish,Generation V,Poison,Unknown,50,50,62,40,62,65,329,190,Stench,Sticky Hold,Aftermath,50,50,0.6,31,Mineral,Unknown,"29, 60, 86","29, 60, 86",0,
#569,Garbodor,Generation V,Poison,Unknown,80,95,82,60,82,75,474,60,Stench,Weak Armor,Aftermath,50,50,1.9,107.3,Mineral,Unknown,"29, 60, 86","29, 60, 86",0,
#570,Zorua,Generation V,Dark,Unknown,40,65,40,80,40,65,330,75,Illusion,Unknown,Unknown,87.5,12.5,0.7,12.5,Field,Unknown,"121, 122","121, 122",0,
#571,Zoroark,Generation V,Dark,Unknown,60,105,60,120,60,105,510,45,Illusion,Unknown,Unknown,87.5,12.5,1.6,81.1,Field,Unknown,"121, 122","121, 122",0,
#572,Minccino,Generation V,Normal,Unknown,55,50,40,40,40,75,300,255,Cute Charm,Technician,Skill Link,25,75,0.4,5.8,Field,Unknown,39,39,0,
#573,Cinccino,Generation V,Normal,Unknown,75,95,60,65,60,115,470,60,Cute Charm,Technician,Skill Link,25,75,0.5,7.5,Field,Unknown,"39, 102","39, 102",0,
#574,Gothita,Generation V,Psychic,Unknown,45,30,50,55,65,45,290,200,Frisk,Competitive,Shadow Tag,25,75,0.4,5.8,HumanUndiscoveredLike,Unknown,2,Unknown,0,
#575,Gothorita,Generation V,Psychic,Unknown,60,45,70,75,85,55,390,100,Frisk,Competitive,Shadow Tag,25,75,0.7,18,HumanUndiscoveredLike,Unknown,2,Unknown,0,
#576,Gothitelle,Generation V,Psychic,Unknown,70,55,95,95,110,65,490,50,Frisk,Competitive,Shadow Tag,25,75,1.5,44,HumanUndiscoveredLike,Unknown,2,Unknown,0,
#577,Solosis,Generation V,Psychic,Unknown,45,30,40,105,50,20,290,200,Overcoat,Magic Guard,Regenerator,50,50,0.3,1,Amorphous,Unknown,Unknown,2,0,
#578,Duosion,Generation V,Psychic,Unknown,65,40,50,125,60,30,370,100,Overcoat,Magic Guard,Regenerator,50,50,0.6,8,Amorphous,Unknown,Unknown,2,0,
#579,Reuniclus,Generation V,Psychic,Unknown,110,65,75,125,85,30,490,50,Overcoat,Magic Guard,Regenerator,50,50,1,20.1,Amorphous,Unknown,Unknown,2,0,
#580,Ducklett,Generation V,Water,Flying,62,44,50,44,50,55,305,190,Keen Eye,Big Pecks,Hydration,50,50,0.5,5.5,Water 1,Flying,Unknown,Unknown,0,
#581,Swanna,Generation V,Water,Flying,75,87,63,87,63,98,473,45,Keen Eye,Big Pecks,Hydration,50,50,1.3,24.2,Water 1,Flying,Unknown,Unknown,0,
#582,Vanillite,Generation V,Ice,Unknown,36,50,50,65,60,44,305,255,Ice Body,Snow Cloak,Weak Armor,50,50,0.4,5.7,Mineral,Unknown,"21, 55, 73","21, 55, 73, 83",0,
#583,Vanillish,Generation V,Ice,Unknown,51,65,65,80,75,59,395,120,Ice Body,Snow Cloak,Weak Armor,50,50,1.1,41,Mineral,Unknown,"21, 73","21, 73",0,
#584,Vanilluxe,Generation V,Ice,Unknown,71,95,85,110,95,79,535,45,Ice Body,Snow Warning,Weak Armor,50,50,1.3,57.5,Mineral,Unknown,"21, 55, 73","21, 55, 73, 83",0,
#585,Deerling,Generation V,Normal,Grass,60,60,50,40,50,75,335,190,Chlorophyll,Sap Sipper,Serene Grace,50,50,0.6,19.5,Field,Unknown,Unknown,Unknown,0,
#586,Sawsbuck,Generation V,Normal,Grass,80,100,70,60,70,95,475,75,Chlorophyll,Sap Sipper,Serene Grace,50,50,1.9,92.5,Field,Unknown,Unknown,Unknown,0,
#587,Emolga,Generation V,Electric,Flying,55,75,60,75,60,103,428,200,Static,Unknown,Motor Drive,50,50,0.4,5,Field,Unknown,"107, 108","107, 108",0,
#588,Karrablast,Generation V,Bug,Unknown,50,75,45,40,45,60,315,200,Swarm,Shed Skin,No Guard,50,50,0.5,5.9,Bug,Unknown,"46, 90, 92","46, 90, 92",0,
#589,Escavalier,Generation V,Bug,Steel,70,135,105,60,105,20,495,75,Swarm,Shell Armor,Overcoat,50,50,1,33,Bug,Unknown,"46, 90, 92, 110",110,0,
#590,Foongus,Generation V,Grass,Poison,69,55,45,55,55,15,294,190,Effect Spore,Unknown,Regenerator,50,50,0.2,1,Grass,Unknown,"111, 112, 145, 154","111, 112, 145, 154",0,
#591,Amoonguss,Generation V,Grass,Poison,114,85,70,85,80,30,464,75,Effect Spore,Unknown,Regenerator,50,50,0.6,10.5,Grass,Unknown,"111, 112, 120, 154","111, 112, 120, 154",0,
#592,Frillish,Generation V,Water,Ghost,55,40,50,65,85,40,335,190,Water Absorb,Cursed Body,Damp,50,50,1.2,33,Amorphous,Unknown,"6, 127, 128","6, 127, 128",0,
#593,Jellicent,Generation V,Water,Ghost,100,60,70,85,105,60,480,60,Water Absorb,Cursed Body,Damp,50,50,2.2,135,Amorphous,Unknown,"6, 42, 127, 128","6, 42, 127, 128",0,
#594,Alomomola,Generation V,Water,Unknown,165,75,80,40,45,65,470,75,Healer,Hydration,Regenerator,50,50,1.2,31.6,Water 1,Water 2,Unknown,Unknown,0,
#595,Joltik,Generation V,Bug,Electric,50,47,50,57,50,65,319,190,Compound Eyes,Unnerve,Swarm,50,50,0.1,0.6,Bug,Unknown,"4, 5, 24, 56, 149","4, 5, 24, 56, 57, 149",0,
#596,Galvantula,Generation V,Bug,Electric,70,77,60,97,60,108,472,75,Compound Eyes,Unnerve,Swarm,50,50,0.8,14.3,Bug,Unknown,"4, 5, 24, 56, 149","4, 5, 24, 56, 149",0,
#597,Ferroseed,Generation V,Grass,Steel,44,50,91,24,86,10,305,255,Iron Barbs,Unknown,Unknown,50,50,0.6,18.8,Grass,Mineral,"11, 12, 27, 49, 58, 70, 79, 85","11, 12, 27, 49, 58, 70, 79, 85",0,
#598,Ferrothorn,Generation V,Grass,Steel,74,94,131,54,116,20,489,90,Iron Barbs,Unknown,Anticipation,50,50,1,110,Grass,Mineral,"12, 27, 49, 58, 70, 79, 85","12, 27, 49, 58, 70, 79, 85",0,
#599,Klink,Generation V,Steel,Unknown,40,55,70,45,60,30,300,130,Plus,Minus,Clear Body,0,0,0.3,21,Mineral,Unknown,"11, 12, 45, 84","11, 12, 45, 84",0,
#600,Klang,Generation V,Steel,Unknown,60,80,95,70,85,50,440,60,Plus,Minus,Clear Body,0,0,0.6,51,Mineral,Unknown,"11, 45, 84","11, 45, 84",0,
#601,Klinklang,Generation V,Steel,Unknown,60,100,115,70,85,90,520,30,Plus,Minus,Clear Body,0,0,0.6,81,Mineral,Unknown,"11, 45, 84, 130","11, 45, 84, 130",0,
#602,Tynamo,Generation V,Electric,Unknown,35,55,40,45,40,60,275,190,Levitate,Unknown,Unknown,50,50,0.2,0.3,Amorphous,Unknown,Unknown,Unknown,0,
#603,Eelektrik,Generation V,Electric,Unknown,65,85,70,75,70,40,405,60,Levitate,Unknown,Unknown,50,50,1.2,22,Amorphous,Unknown,Unknown,Unknown,0,
#604,Eelektross,Generation V,Electric,Unknown,85,115,80,105,80,50,515,30,Levitate,Unknown,Unknown,50,50,2.1,80.5,Amorphous,Unknown,Unknown,Unknown,0,
#605,Elgyem,Generation V,Psychic,Unknown,55,55,55,85,55,30,335,255,Telepathy,Synchronize,Analytic,50,50,0.5,9,HumanUndiscoveredLike,Unknown,"2, 118","2, 118",0,
#606,Beheeyem,Generation V,Psychic,Unknown,75,75,75,125,95,40,485,90,Telepathy,Synchronize,Analytic,50,50,1,34.5,HumanUndiscoveredLike,Unknown,118,118,0,
#607,Litwick,Generation V,Ghost,Fire,50,30,55,65,55,20,275,190,Flash Fire,Flame Body,Infiltrator,50,50,0.3,3.1,Amorphous,Unknown,"18, 19, 53, 54, 71, 77, 80, 114","18, 19, 53, 54, 71, 77, 80, 114",0,
#608,Lampent,Generation V,Ghost,Fire,60,40,60,95,60,55,370,90,Flash Fire,Flame Body,Infiltrator,50,50,0.6,13,Amorphous,Unknown,"18, 19, 54, 71, 80","18, 19, 54, 71, 80",0,
#609,Chandelure,Generation V,Ghost,Fire,60,55,90,145,90,80,520,45,Flash Fire,Flame Body,Infiltrator,50,50,1,34.3,Amorphous,Unknown,"19, 54, 71, 80, 114","19, 54, 71, 80, 114",0,
#610,Axew,Generation V,Dragon,Unknown,46,87,60,30,40,57,320,75,Rivalry,Mold Breaker,Unnerve,50,50,0.6,18,Monster,Dragon,"37, 64",37,0,
#611,Fraxure,Generation V,Dragon,Unknown,66,117,70,40,50,67,410,60,Rivalry,Mold Breaker,Unnerve,50,50,1,36,Monster,Dragon,"37, 64",37,0,
#612,Haxorus,Generation V,Dragon,Unknown,76,147,90,60,70,97,540,45,Rivalry,Mold Breaker,Unnerve,50,50,1.8,105.5,Monster,Dragon,"37, 64",37,0,
#613,Cubchoo,Generation V,Ice,Unknown,55,70,40,60,40,40,305,120,Snow Cloak,Slush Rush,Rattled,50,50,0.5,8.5,Field,Unknown,22,"22, 55, 83",0,
#614,Beartic,Generation V,Ice,Unknown,95,110,80,70,80,50,485,60,Snow Cloak,Slush Rush,Rattled,50,50,2.6,260,Field,Unknown,"22, 147","22, 147",0,
#615,Cryogonal,Generation V,Ice,Unknown,70,50,30,95,135,105,485,25,Levitate,Unknown,Unknown,0,0,1.1,148,Mineral,Unknown,Unknown,Unknown,0,
#616,Shelmet,Generation V,Bug,Unknown,50,40,85,40,65,25,305,200,Hydration,Shell Armor,Overcoat,50,50,0.4,7.7,Bug,Unknown,"46, 90, 92","46, 90, 92",0,
#617,Accelgor,Generation V,Bug,Unknown,80,70,40,100,60,145,495,75,Hydration,Sticky Hold,Unburden,50,50,0.8,25.3,Bug,Unknown,110,"46, 90, 92, 110",0,
#618,Stunfisk,Generation V,Ground,Electric,109,66,84,81,99,32,471,75,Static,Limber,Sand Veil,50,50,0.7,11,Water 1,Amorphous,Unknown,Unknown,0,
#619,Mienfoo,Generation V,Fighting,Unknown,45,85,50,55,50,65,350,180,Inner Focus,Regenerator,Reckless,50,50,0.9,20,Field,HumanUndiscoveredLike,"123, 124","123, 124",0,
#620,Mienshao,Generation V,Fighting,Unknown,65,125,60,95,60,105,510,45,Inner Focus,Regenerator,Reckless,50,50,1.4,35.5,Field,HumanUndiscoveredLike,"123, 124","123, 124",0,
#621,Druddigon,Generation V,Dragon,Unknown,77,120,90,60,90,48,485,45,Rough Skin,Sheer Force,Mold Breaker,50,50,1.6,139,Dragon,Monster,"131, 132","131, 132",0,
#622,Golett,Generation V,Ground,Ghost,59,74,50,35,50,35,303,190,Iron Fist,Klutz,No Guard,0,0,1,92,Mineral,Unknown,"52, 93","52, 93",0,
#623,Golurk,Generation V,Ground,Ghost,89,124,80,55,80,55,483,90,Iron Fist,Klutz,No Guard,0,0,2.8,330,Mineral,Unknown,"52, 93, 104","52, 93, 104",0,
#624,Pawniard,Generation V,Dark,Steel,45,85,70,40,40,60,340,120,Defiant,Inner Focus,Pressure,50,50,0.5,10.2,HumanUndiscoveredLike,Unknown,"11, 12, 35, 45, 49, 69, 84, 85, 121, 129","11, 12, 35, 45, 49, 69, 84, 85, 121, 129",0,
#625,Bisharp,Generation V,Dark,Steel,65,125,100,60,70,70,490,45,Defiant,Inner Focus,Pressure,50,50,1.6,70,HumanUndiscoveredLike,Unknown,"11, 12, 35, 45, 49, 69, 84, 85, 121, 129, 130","11, 12, 35, 45, 49, 69, 84, 85, 121, 129, 130",0,
#626,Bouffalant,Generation V,Normal,Unknown,95,110,95,40,95,55,490,45,Reckless,Sap Sipper,Soundproof,50,50,1.6,94.6,Field,Unknown,"101, 102","101, 102",0,
#627,Rufflet,Generation V,Normal,Flying,70,83,50,37,50,60,350,190,Keen Eye,Sheer Force,Hustle,100,0,0.5,10.5,Flying,Unknown,"31, 107, 108",Unknown,0,
#628,Braviary,Generation V,Normal,Flying,100,123,75,57,75,80,510,60,Keen Eye,Sheer Force,Defiant,100,0,1.5,41,Flying,Unknown,"31, 40, 65, 107, 108",Unknown,0,
#629,Vullaby,Generation V,Dark,Flying,70,55,75,45,65,60,370,190,Big Pecks,Overcoat,Weak Armor,0,100,0.5,9,Flying,Unknown,Unknown,"31, 36, 63, 88, 107, 108",0,
#630,Mandibuzz,Generation V,Dark,Flying,110,65,105,55,95,80,510,60,Big Pecks,Overcoat,Weak Armor,0,100,1.2,39.5,Flying,Unknown,Unknown,"31, 36, 63, 88, 107, 108",0,
#631,Heatmor,Generation V,Fire,Unknown,85,97,66,105,66,65,484,90,Gluttony,Flash Fire,Whte Smoke,50,50,1.4,58,Field,Unknown,"18, 53, 54, 71, 77, 80","18, 53, 54, 71, 77, 80",0,
#632,Durant,Generation V,Bug,Steel,58,109,112,48,48,109,484,90,Swam,Hustle,Traunt,50,50,0.3,33,Bug,Unknown,"4, 45, 84","4, 45, 84",0,
#633,Deino,Generation V,Dark,Dragon,52,65,50,45,50,38,300,45,Hustle,Unknown,Unknown,50,50,0.8,17.3,Dragon,Unknown,36,36,0,
#634,Zweilous,Generation V,Dark,Dragon,72,85,70,65,70,58,420,45,Hustle,Unknown,Unknown,50,50,1.4,50,Dragon,Unknown,36,36,0,
#635,Hydreigon,Generation V,Dark,Dragon,92,105,90,125,90,98,600,45,Levitate,Unknown,Unknown,50,50,1.8,160,Dragon,Unknown,"36, 63, 88","36, 63, 88",0,
#636,Larvesta,Generation V,Bug,Fire,55,85,55,50,55,60,360,45,Flame Body,Unknown,Swarm,50,50,1.1,28.8,Bug,Unknown,"113, 114","113, 114",0,
#637,Volcarona,Generation V,Bug,Fire,85,60,65,135,105,100,550,15,Flame Body,Unknown,Swarm,50,50,1.6,46,Bug,Unknown,"113, 114","113, 114",0,
#638,Cobalion,Generation V,Steel,Fighting,91,90,129,90,72,108,580,3,Justified,Unknown,Unknown,0,0,2.1,250,Undiscovered,Unknown,Unknown,Unknown,0,
#639,Terrakion,Generation V,Rock,Fighting,91,129,90,72,90,108,580,3,Justified,Unknown,Unknown,0,0,1.9,260,Undiscovered,Unknown,Unknown,Unknown,0,
#640,Virizion,Generation V,Grass,Fighting,91,90,72,90,129,108,580,3,Justified,Unknown,Unknown,0,0,2,200,Undiscovered,Unknown,Unknown,Unknown,0,
#641,Tornadus,Generation V,Flying,Unknown,79,115,70,125,80,111,580,3,Prankster,Unknown,Defiant,100,0,1.5,63,Undiscovered,Unknown,Unknown,Unknown,0,
#641,Ttornadus,Generation V,Flying,Unknown,79,100,80,110,90,121,580,3,Regenerator,Unknown,Unknown,100,0,1.4,63,Undiscovered,Unknown,Unknown,Unknown,0,
#642,Thundurus,Generation V,Electric,Flying,79,115,70,125,80,111,580,3,Prankster,Unknown,Defiant,100,0,1.5,61,Undiscovered,Unknown,Unknown,Unknown,0,
#642,Tthundurus,Generation V,Electric,Flying,79,105,70,145,80,101,580,3,Volt Absorb,Unknown,Unknown,100,0,3,61,Undiscovered,Unknown,Unknown,Unknown,0,
#643,Reshiram,Generation V,Dragon,Fire,100,120,100,150,120,90,680,3,Turboblaze,Unknown,Unknown,0,0,3.2,330,Undiscovered,Unknown,Unknown,Unknown,0,
#644,Zekrom,Generation V,Dragon,Electric,100,150,120,120,100,90,680,3,Teravolt,Unknown,Unknown,0,0,2.9,345,Undiscovered,Unknown,Unknown,Unknown,0,
#645,Landorus,Generation V,Ground,Flying,89,125,90,115,80,101,600,3,Sand Force,Unknown,Sheer Force,100,0,1.5,68,Undiscovered,Unknown,Unknown,Unknown,0,
#645,Tlandorus,Generation V,Ground,Flying,89,145,90,105,80,91,600,3,Intimidate,Unknown,Unknown,100,0,1.3,68,Undiscovered,Unknown,Unknown,Unknown,0,
#646,Kyurem,Generation V,Dragon,Ice,125,130,90,130,90,95,660,3,Pressure,Unknown,Unknown,0,0,3,325,Undiscovered,Unknown,Unknown,Unknown,0,
#646,Blackkyurem,Generation V,Dragon,Ice,125,170,100,120,90,95,700,3,Terabolt,Unknown,Unknown,0,0,3.3,325,Undiscovered,Unknown,Unknown,Unknown,0,
#646,Whitekyurem,Generation V,Dragon,Ice,125,120,90,170,100,95,700,3,Turboblaze,Unknown,Unknown,0,0,3.6,325,Undiscovered,Unknown,Unknown,Unknown,0,
#647,Keldeo,Generation V,Water,Fighting,91,72,90,129,90,108,580,3,Justified,Unknown,Unknown,0,0,1.4,48.5,Undiscovered,Unknown,Unknown,Unknown,0,
#648,Meloetta,Generation V,Normal,Psychic,100,77,77,128,128,90,600,3,Serene Grace,Unknown,Unknown,0,0,0.6,6.5,Undiscovered,Unknown,Unknown,Unknown,0,
#648,Pmeloetta,Generation V,Normal,Fighting,100,128,90,77,77,128,600,3,Serene Grace,Unknown,Unknown,0,0,0.6,6.5,Undiscovered,Unknown,Unknown,Unknown,0,
#649,Genesect,Generation V,Bug,Steel,71,120,95,120,95,99,600,3,Download,Unknown,Unknown,0,0,1.5,82.5,Undiscovered,Unknown,Unknown,Unknown,0,
#650,Chespin,Generation VI,Grass,Unknown,56,61,65,48,45,38,313,45,Overgrow,Unknown,Bulletproof,87.5,12.5,0.4,9,Field,Unknown,Unknown,Unknown,0,
#651,Quilladin,Generation VI,Grass,Unknown,61,78,95,56,58,57,405,45,Overgrow,Unknown,Bulletproof,87.5,12.5,0.7,29,Field,Unknown,Unknown,Unknown,0,
#652,Chesnaught,Generation VI,Grass,Fighting,88,107,122,74,75,64,530,45,Overgrow,Unknown,Bulletproof,87.5,12.5,1.6,90,Field,Unknown,Unknown,Unknown,0,
#653,Fennekin,Generation VI,Fire,Unknown,40,45,40,62,60,60,307,45,Blaze,Unknown,Magician,87.5,12.5,0.4,9.4,Field,Unknown,Unknown,Unknown,0,
#654,Braixen,Generation VI,Fire,Unknown,59,59,58,90,70,73,409,45,Blaze,Unknown,Magician,87.5,12.5,1,14.5,Field,Unknown,Unknown,Unknown,0,
#655,Delphox,Generation VI,Fire,Psychic,75,69,72,114,100,104,534,45,Blaze,Unknown,Magician,87.5,12.5,1.5,39,Field,Unknown,Unknown,Unknown,0,
#656,Froakie,Generation VI,Water,Unknown,41,56,40,62,44,71,314,45,Torrent,Unknown,Protean,87.5,12.5,0.3,7,Water 1,Unknown,Unknown,Unknown,0,
#657,Frogadier,Generation VI,Water,Unknown,54,63,52,83,56,97,405,45,Torrent,Unknown,Protean,87.5,12.5,0.6,10.9,Water 1,Unknown,Unknown,Unknown,0,
#658,Greninja,Generation VI,Water,Dark,72,95,67,103,71,122,530,45,Torrent,Unknown,Protean,87.5,12.5,1.5,40,Water 1,Unknown,Unknown,Unknown,0,
#658,Ashgreninja,Generation VI,Water,Dark,72,145,67,153,71,132,640,45,Battle Bond,Unknown,Unknown,87.5,12.5,1.5,40,Water 1,Unknown,Unknown,Unknown,0,
#659,Bunnelby,Generation VI,Normal,Unknown,38,36,38,32,36,57,237,255,Pickup,Cheek Pouch,Huge Power,50,50,0.4,5,Field,Unknown,"39, 65","39, 65",0,
#660,Diggersby,Generation VI,Normal,Ground,85,56,77,50,77,78,423,127,Pickup,Cheek Pouch,Huge Power,50,50,1,42.4,Field,Unknown,"16, 39, 40","16, 39, 40",0,
#661,Fletchling,Generation VI,Normal,Flying,45,50,43,40,38,62,278,255,Big Pecks,Unknown,Gale Wings,50,50,0.3,1.7,Flying,Unknown,"107, 113","107, 113",0,
#662,Fletchinder,Generation VI,Fire,Flying,62,73,55,56,52,84,382,120,Flame Body,Unknown,Gale Wings,50,50,0.7,16,Flying,Unknown,"107, 113","107, 113",0,
#663,Talonflame,Generation VI,Fire,Flying,78,81,71,74,69,126,499,45,Flame Body,Unknown,Gale Wings,50,50,1.2,24.5,Flying,Unknown,"107, 108, 113, 114","107, 108, 113, 114",0,
#664,Scatterbug,Generation VI,Bug,Unknown,38,35,40,27,25,35,200,255,Shield Dust,Compound Eyes,Friend Guard,50,50,0.3,2.5,Bug,Unknown,Unknown,Unknown,0,
#665,Spewpa,Generation VI,Bug,Unknown,45,22,60,27,30,29,213,120,Shed Skin,Unknown,Friend Guard,50,50,0.3,8.4,Bug,Unknown,Unknown,Unknown,0,
#666,Vivillon,Generation VI,Bug,Flying,80,52,50,90,50,89,411,45,Shield Dust,Compound Eyes,Friend Guard,50,50,1.2,17,Bug,Unknown,Unknown,Unknown,0,
#667,Litleo,Generation VI,Fire,Normal,62,50,58,73,54,72,369,220,Rivalry,Unnerve,Moxie,12.5,87.5,0.6,13.5,Field,Unknown,Unknown,Unknown,0,
#668,Pyroar,Generation VI,Fire,Normal,86,68,72,109,66,106,507,65,Rivalry,Unnerve,Moxie,12.5,87.5,1.5,81.5,Field,Unknown,Unknown,Unknown,0,
#669,Flabebe,Generation VI,Fairy,Unknown,44,38,39,61,79,42,303,225,Flower Veil,Unknown,Symbiosis,0,100,0.1,0.1,Fairy,Unknown,Unknown,Unknown,0,
#670,Floette,Generation VI,Fairy,Unknown,54,45,47,75,98,52,371,120,Flower Veil,Unknown,Symbiosis,0,100,0.2,0.9,Fairy,Unknown,Unknown,Unknown,0,
#671,Florges,Generation VI,Fairy,Unknown,78,65,68,112,154,75,552,45,Flower Veil,Unknown,Symbiosis,0,100,1.1,10,Fairy,Unknown,Unknown,Unknown,0,
#672,Skiddo,Generation VI,Grass,Unknown,66,65,48,62,57,52,350,200,Sap Sipper,Unknown,Grass Pelt,50,50,0.9,31,Field,Unknown,Unknown,Unknown,0,
#673,Gogoat,Generation VI,Grass,Unknown,123,100,62,97,81,68,531,45,Sap Sipper,Unknown,Grass Pelt,50,50,1.7,91,Field,Unknown,Unknown,Unknown,0,
#674,Pancham,Generation VI,Fighting,Unknown,67,82,62,46,48,43,348,220,Iron Fist,Mold Breaker,Scrappy,50,50,0.6,8,Field,Human-Like,10,10,0,
#675,Pangoro,Generation VI,Fighting,Dark,95,124,78,69,71,58,495,65,Iron Fist,Mold Breaker,Scrappy,50,50,2.1,136,Field,Human-Like,"10, 63, 69, 88","10, 63, 69, 88",0,
#676,Furfrou,Generation VI,Normal,Unknown,75,80,60,65,90,102,472,160,Fur Coat,Unknown,Unknown,50,50,1.2,28,Field,Unknown,Unknown,Unknown,0,
#677,Espurr,Generation VI,Psychic,Unknown,62,48,54,63,60,68,355,190,Keen Eye,Infiltrator,Own Tempo,50,50,0.3,3.5,Field,Unknown,2,2,0,
#678,Meowstic,Generation VI,Psychic,Unknown,74,48,76,83,81,104,466,75,Keen Eye,Infiltrator,Prankster(M)    Competitive(F),50,50,0.6,8.5,Field,Unknown,"2, 118","2, 118",0,
#679,Honedge,Generation VI,Steel,Ghost,45,80,100,35,37,28,325,180,No Guard,Unknown,Unknown,50,50,0.8,2,Mineral,Unknown,"47, 49, 85","47, 49, 81, 85",0,
#680,Doublade,Generation VI,Steel,Ghost,59,110,150,45,49,35,448,90,No Guard,Unknown,Unknown,50,50,0.8,4.5,Mineral,Unknown,47,"47, 81",0,
#681,Aegislash,Generation VI,Steel,Ghost,60,50,140,50,140,60,520,45,Stance Change,Unknown,Unknown,50,50,1.7,53,Mineral,Unknown,47,47,0,
#681,Baegislash,Generation VI,Steel,Ghost,60,140,50,140,50,60,520,45,Stance Change,Unknown,Unknown,50,50,1.7,53,Mineral,Unknown,47,47,0,
#682,Spritzee,Generation VI,Fairy,Unknown,78,52,60,63,65,23,341,200,Healer,Unknown,Aroma Veil,50,50,0.2,0.5,Fairy,Unknown,Unknown,"33, 74, 87",0,
#683,Aromatisse,Generation VI,Fairy,Unknown,101,72,72,99,89,29,462,140,Healer,Unknown,Aroma Veil,50,50,0.8,15.5,Fairy,Unknown,Unknown,"33, 74, 87",0,
#684,Swirlix,Generation VI,Fairy,Unknown,62,48,66,59,57,49,341,200,Sweet Veil,Unknown,Unburden,50,50,0.4,3.5,Fairy,Unknown,"33, 74, 87",Unknown,0,
#685,Slurpuff,Generation VI,Fairy,Unknown,82,80,86,85,75,72,480,140,Sweet Veil,Unknown,Unburden,50,50,0.8,5,Fairy,Unknown,"33, 74, 87",Unknown,0,
#686,Inkay,Generation VI,Dark,Psychic,53,54,53,37,46,45,288,190,Contrary,Suction Cups,Infiltrator,50,50,0.4,3.5,Water 1,Water 2,"35, 50, 68, 69, 122","35, 50, 68, 69, 122",0,
#687,Malamar,Generation VI,Dark,Psychic,86,92,88,68,75,73,482,80,Contrary,Suction Cups,Infiltrator,50,50,1.5,47,Water 1,Water 2,"35, 50, 68, 69, 121, 122","35, 50, 68, 69, 121, 122",0,
#688,Binacle,Generation VI,Rock,Water,42,52,67,39,56,50,306,120,Tough Claws,Sniper,Pickpocket,50,50,0.5,31,Water 3,Unknown,"3, 15, 42, 51, 76, 83, 138, 146, 147","3, 15, 42, 76, 146, 147",0,
#689,Barbaracle,Generation VI,Rock,Water,72,105,115,54,86,68,500,45,Tough Claws,Sniper,Pickpocket,50,50,1.3,96,Water 3,Unknown,"3, 15, 42, 51, 83, 138, 146","3, 15, 42, 138, 146",0,
#690,Skrelp,Generation VI,Poison,Water,50,60,60,60,60,30,320,225,Poison Point,Poison Touch,Adaptability,50,50,0.5,7.3,Water 1,Dragon,Unknown,"139, 140",0,
#691,Dragalge,Generation VI,Poison,Dragon,65,75,90,97,123,44,494,55,Poison Point,Poison Touch,Adaptability,50,50,1.8,81.5,Water 1,Dragon,Unknown,"139, 140",0,
#692,Clauncher,Generation VI,Water,Unknown,50,53,62,58,63,44,330,225,Mega Launcher,Unknown,Unknown,50,50,0.5,8.3,Water 1,Water 3,"139, 140",Unknown,0,
#693,Clawitzer,Generation VI,Water,Unknown,71,73,88,120,89,59,500,55,Mega Launcher,Unknown,Unknown,50,50,1.3,35.3,Water 1 ,Water 3,"139, 140",Unknown,0,
#694,Helioptile,Generation VI,Electric,Normal,44,38,33,61,43,70,289,190,Dry Skin,Sand Veil,Solar Power,50,50,0.5,6,Monster,Dragon,"25, 39, 57, 72","25, 39, 57, 72",0,
#695,Heliolisk,Generation VI,Electric,Normal,62,55,52,109,94,109,481,75,Dry Skin,Sand Veil,Solar Power,50,50,1,21,Monster,Dragon,"25, 39, 72","25, 39, 72",0,
#696,Tyrunt,Generation VI,Rock,Dragon,58,89,77,45,45,48,362,45,Strong Jaw,Unknown,Sturdy,87.5,12.5,0.8,26,Monster,Dragon,Unknown,Unknown,0,
#697,Tyrantrum,Generation VI,Rock,Dragon,82,121,119,69,59,71,521,45,Strong Jaw,Unknown,Rock Head,87.5,12.5,2.5,270,Monster,Dragon,Unknown,Unknown,0,
#698,Amaura,Generation VI,Rock,Ice,77,59,50,67,63,46,362,45,Refridgerate,Unknown,Snow Warning,87.5,12.5,1.3,25.2,Monster,Unknown,Unknown,Unknown,0,
#699,Aurorus,Generation VI,Rock,Ice,123,77,72,99,92,58,521,45,Refridgerate,Unknown,Snow Warning,87.5,12.5,2.7,225,Monster,Unknown,Unknown,Unknown,0,
#700,Sylveon,Generation VI,Fairy,Unknown,95,65,65,110,130,60,525,45,Cute Charm,Unknown,Pixilate,87.5,12.5,1,23.5,Field,Unknown,74,74,0,
#701,Hawlucha,Generation VI,Fighting,Flying,78,92,75,74,63,118,500,100,Limber,Unburden,Mold Breaker,50,50,0.8,21.5,Flying,Human-Like,"10, 32, 61, 81, 89","10, 32, 48, 61, 89",0,
#702,Dedenne,Generation VI,Electric,Fairy,67,58,57,81,67,101,431,180,Cheek Pouch,Pickup,Plus,50,50,0.2,2.2,Field,Fairy,"105, 106","105, 106",0,
