Name,Sw nonHA,Sh nonHA,Sw HA,Sh HA,-
Gastly,"[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml)","[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)",None,None,-
Haunter,"[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml)","[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)",None,None,-
Gengar,[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml),"[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)",None,None,-
Onix,"[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml)","[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml)",None,None,-
Krabby,"[42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [75](https://www.serebii.net/swordshield/maxraidbattles/den75.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)","[42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [75](https://www.serebii.net/swordshield/maxraidbattles/den75.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)",[147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml),[147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml),-
Kingler,"[42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [75](https://www.serebii.net/swordshield/maxraidbattles/den75.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)","[42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [75](https://www.serebii.net/swordshield/maxraidbattles/den75.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)","[91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)","[91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)",-
Exeggcute,"[117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)",[145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml),[145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml),-
Exeggutor,"[117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)",-
Cubone,"[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml)",[104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml),[104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml),-
Marowak,"[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml)","[103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml)",-
Hitmonlee,[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),None,None,-
Hitmonchan,[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),[1](https://www.serebii.net/swordshield/maxraidbattles/den1.shtml),None,None,-
Lickitung,"[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)",[102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml),[102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml),-
Koffing,"[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)",None,None,-
Weezing,"[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)","[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml)",-
Rhyhorn,"[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)",None,None,-
Rhydon,"[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[3](https://www.serebii.net/swordshield/maxraidbattles/den3.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)","[115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml)",-
Chansey,"[99](https://www.serebii.net/swordshield/maxraidbattles/den99.shtml), [101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [105](https://www.serebii.net/swordshield/maxraidbattles/den105.shtml), [107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [113](https://www.serebii.net/swordshield/maxraidbattles/den113.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [121](https://www.serebii.net/swordshield/maxraidbattles/den121.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [129](https://www.serebii.net/swordshield/maxraidbattles/den129.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [133](https://www.serebii.net/swordshield/maxraidbattles/den133.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [139](https://www.serebii.net/swordshield/maxraidbattles/den139.shtml), [141](https://www.serebii.net/swordshield/maxraidbattles/den141.shtml), [142](https://www.serebii.net/swordshield/maxraidbattles/den142.shtml), [143](https://www.serebii.net/swordshield/maxraidbattles/den143.shtml), [152](https://www.serebii.net/swordshield/maxraidbattles/den152.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml), [155](https://www.serebii.net/swordshield/maxraidbattles/den155.shtml), [156](https://www.serebii.net/swordshield/maxraidbattles/den156.shtml)","[99](https://www.serebii.net/swordshield/maxraidbattles/den99.shtml), [101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [105](https://www.serebii.net/swordshield/maxraidbattles/den105.shtml), [107](https://www.serebii.net/swordshield/maxraidbattles/den107.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [113](https://www.serebii.net/swordshield/maxraidbattles/den113.shtml), [115](https://www.serebii.net/swordshield/maxraidbattles/den115.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [119](https://www.serebii.net/swordshield/maxraidbattles/den119.shtml), [121](https://www.serebii.net/swordshield/maxraidbattles/den121.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [129](https://www.serebii.net/swordshield/maxraidbattles/den129.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [133](https://www.serebii.net/swordshield/maxraidbattles/den133.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [137](https://www.serebii.net/swordshield/maxraidbattles/den137.shtml), [139](https://www.serebii.net/swordshield/maxraidbattles/den139.shtml), [141](https://www.serebii.net/swordshield/maxraidbattles/den141.shtml), [142](https://www.serebii.net/swordshield/maxraidbattles/den142.shtml), [143](https://www.serebii.net/swordshield/maxraidbattles/den143.shtml), [152](https://www.serebii.net/swordshield/maxraidbattles/den152.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml), [155](https://www.serebii.net/swordshield/maxraidbattles/den155.shtml), [156](https://www.serebii.net/swordshield/maxraidbattles/den156.shtml)",None,None,-
Tangela,"[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml)","[112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml)",-
